Book Value per Share,0,0,3.656,0,0,0,3.637,3.698,0,4.088,4.084,3.995,4.173,4.292,4.27,4.433,4.484,4.441,4.554,4.673,0,4.634,4.729,5.208,0,5.448,5.759,5.964,5.397,0,5.584,0,5.912,6.04,5.789,6.348,6.297,6.178,6.426,6.349,6.763,7.521,7.583,7.725,8.547,8.834,9.019,9.541,9.82,9.741,9.587,9.738,10.151,10.125,10.052,10.495,10.983,11.066,11.354,11.844,12.517,13.2,14.062,14.001,15.256,16.34,16.261,16.331,17.679,17.388,19.262,20.094,20.369,21.02,20.982,21.36,23.195,24.385,24.784,24.304,24.262,25.699,22.568,22.907,24.336,25.728,26.296,26.833,30.434,29.218,30.241,30.516,31.048,30.278,29.552,31.127,31.215,31.12,32.395,30.384,30.63,30.992,34.349,32.499,32.604,31.54,32.761,32.941,32.969,33.016,33.22,34.218,35.784,34.936,35.848,37.378,38.535,40.585,42.07,41.66
Tangible Book per Share,0,0,3.656,0,0,0,3.637,3.698,0,4.088,4.084,3.995,4.173,4.292,4.27,4.433,4.484,4.441,4.554,4.673,0,4.634,4.729,5.208,0,5.448,5.759,5.964,5.397,0,5.584,0,5.912,6.04,5.789,6.348,6.297,6.178,6.426,6.349,6.763,7.521,7.583,7.725,8.547,8.834,9.019,9.541,9.82,9.741,9.587,9.738,10.151,10.125,10.052,10.495,10.983,11.066,11.354,11.844,12.517,13.2,14.062,14.001,15.256,16.34,16.261,16.331,17.679,17.388,19.262,20.094,20.369,21.02,20.982,21.36,23.195,24.385,24.784,24.304,24.262,25.699,22.568,22.907,24.336,25.728,26.296,26.833,30.434,29.218,30.241,30.516,31.048,30.278,25.419,31.127,31.215,31.12,28.841,30.384,30.63,30.992,30.718,32.499,32.604,31.54,29.26,29.418,29.292,29.298,29.167,29.97,31.421,31.122,32.024,33.55,34.742,36.852,38.138,37.903
Total Debt per Share,0,0,2.668,0,0,0,3.102,2.798,0,3.35,3.844,3.668,3.987,4.399,4.509,4.653,4.717,4.574,4.999,5.239,0,5.187,5.482,5.415,0,5.385,5.989,6.697,5.541,0,5.937,0,5.379,5.316,5.132,5.694,5.632,5.544,5.627,5.902,6.081,6.774,6.68,6.49,6.392,6.499,6.698,6.978,7.5,7.198,6.781,7.336,7.696,7.962,8.145,7.886,8.613,9.395,10.14,10.782,11.368,11.479,12.941,12.056,13.925,14.442,14.29,14.357,15.202,14.718,15.228,16.747,17.497,18.276,18.632,19.403,20.759,22.864,24.182,24.919,25.4,27.578,26.18,26.073,25.275,26.181,25.067,25.374,26.897,27.133,27.865,27.973,27.32,27.53,27.661,28.102,28.702,30.319,28.672,29.762,30.157,32.115,31.7,31.766,32.458,32.184,31.153,31.177,31.41,31.239,32.065,32.31,33.076,33.128,33.459,34.266,34.979,35.52,36.054,36.086
Month End Stock Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,12.75,12.66,14.16,14.63,15.05,17.44,18.47,17.75,17.86,15.17,16.69,22.28,21.69,20.45,19.13,20.31,17.19,18.3,18.47,20.53,22,16.06,20.38,21.17,20.71,19.87,18.06,16.6,19.05,20.16,22.5,23.14,24.32,24.36,26.06,25.04,24.61,28.4,28.97,30.96,31.82,33.63,39.54,34.87,36.29,33.36,33.14,28.81,34.03,30.11,21.34,23.7,27.37,30.31,33.9,35.29,28.75,35.59,39.5,37.51,38.61,29.15,30.55,38.43,34.66,30.9,36.94,38.26,37.25,38.14,41.35,35.34,34.99,34.28,29.52,32.76,32.4,29.9,31.93,27.34,25.33,28.92,29.19,30.26,27.39,29.69,34.08,34.73,29.27
ROE %,0,0,0,0,0,0,0,8.64,0,12.62,5.27,7.79,8.16,4.07,3.99,6.15,3.7,2.85,1.67,2.52,2.7,5.46,3.18,9.32,11.78,9.76,4.22,4.94,4.37,13.86,19.63,30.87,31.08,18.68,17.99,18.43,17.25,16.59,17.73,17.84,18.63,18.61,15.18,16.22,15,14.57,11.76,13.29,11.54,8.85,11.72,15.51,14.72,13.06,16.64,17.41,13.75,17.6,17.91,15.21,20.38,22.57,10.47,15.53,16.57,19.71,11.71,12.98,15.02,13.89,22.14,13.95,11.82,13.09,15.7,14.07,17.95,16.54,1.94,14.49,10.35,1.95,-16.8,0.75,5.5,13.18,6.74,24.93,12.46,7.24,4.07,2.89,5.67,4.43,6.44,12.15,7.49,6.58,5.59,8.91,8.83,11.19,14.68,10.12,7.59,8.84,4.7,10.16,7.16,6.87,-5.55,10.91,11.03,9.13,5.33,11.33,9.18,28.52,5.53,11.97
ROE % Adjusted to Book Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,14.52,7.98,7.11,7.78,6.23,5.55,6.42,6.35,8.32,8.38,5.16,5.77,6.28,6.71,5.23,7.38,6.2,4.66,5.48,6.86,9.32,6.5,7.89,8.84,7.6,10.8,12.27,9.45,12.66,13.28,6.35,8.93,10.36,12.4,7.6,8.6,9.33,8.32,13.75,8.83,7.16,6.96,9.46,8.28,12.47,12.16,1.67,10.35,8.35,2.35,-16,0.63,4.4,9.98,5.03,23.3,10.65,5.36,3.28,2.28,6.03,4.39,4.95,10.95,7.57,5.53,4.74,7.24,7.06,8.41,14.25,9.37,7.23,9.4,4.7,10.37,7.87,7.08,-6.77,14.74,13.62,10.87,6.35,15.52,11.92,33.95,6.66,17.1
ROA %,0,0,0,0,0,0,0,3.39,0,5.05,2.02,2.9,3.04,1.49,1.42,2.17,1.31,1.03,0.59,0.87,0.94,1.89,1.08,3.21,4.2,3.51,1.47,1.66,1.48,4.77,6.39,10.05,10.51,6.4,6.1,6.21,5.9,5.7,6.02,6.01,6.41,6.57,5.38,5.81,5.57,5.55,4.59,5.28,4.6,3.55,4.68,6.11,5.78,5.14,6.38,6.55,5.18,6.51,6.35,5.23,7.02,7.88,3.66,5.47,5.89,7.02,4.18,4.63,5.46,5.13,8.42,5.44,4.61,5.1,5.99,5.26,6.8,6.31,0.72,5.21,3.7,0.69,-5.82,0.26,1.93,4.77,2.49,9.42,4.93,2.89,1.58,1.12,2.24,1.74,2.46,4.61,2.89,2.5,2.14,3.41,3.32,4.19,5.63,3.95,2.92,3.38,1.8,3.93,2.79,2.68,-2.11,4.1,4.23,3.53,2.06,4.4,3.61,11.5,2.27,4.92
ROC (Joel Greenblatt) %,0,0,"-2,154.14",768.65,0,0,"-1,909.29",17.11,838.88,19.9,9.52,18.22,18.93,8.01,10.46,15.17,9.24,8.4,7.63,8.92,753.16,14.1,9.07,11.04,874.53,25.15,10.78,12.38,10.67,907.25,"-2,452.63","1,026.26",76.54,40.66,53.09,44.72,45.07,45.86,38.28,46.44,52.59,50.65,36.85,43.54,39.6,39.54,21.57,29.12,34.16,32.1,62.57,47.6,52.54,45.49,55.56,51.25,45.14,45.98,59.99,42.92,44.05,48.06,38.91,44.05,46.08,42.53,36.33,42.13,39.5,44.39,66.82,38.18,38.06,37.86,37.53,26.68,33.1,29.33,17.58,22.09,13.49,8.93,-24.96,0.81,6.57,16.57,9.24,25.17,17.51,11.7,6.86,2.79,6.53,4.96,8.14,16.95,9.84,8.54,8.21,13.87,12.05,14.93,27.04,17.28,11.94,14.72,6.39,16.91,12.85,11.78,-3.23,18.11,17.07,14.21,10.51,18.64,13.32,18.5,10.91,19.63
ROIC %,0,0,"-1,422.18",507.47,0,0,"-1,156.45",5.43,511.74,7,3.88,4.81,5.24,2.22,3.25,3.75,2.13,1.86,1.25,1.65,398.92,3.33,2.04,3.55,424.67,5.51,3.18,3,2.37,413.75,"-1,102.47",461.31,19.37,11.38,11.58,10.59,9.91,9.79,10.84,10.37,11.01,10.6,9.84,9.8,8.93,9.24,7.49,8.44,7.55,6.13,12.29,10.47,10.76,9.67,9.12,10.83,10.6,9.9,11.31,8.4,8.83,9.59,-0.24,7.2,8.07,7.91,6.07,7.5,6.98,7.59,12.17,7.27,6.76,6.81,9.04,6.74,9.83,8.81,0.22,6.17,4.59,-0.38,-8.01,-1.16,1.75,5.96,2.99,11.96,5.89,2.32,0.9,0.23,1.85,1.09,2.85,5.81,3.12,4.42,4.16,4.56,4.05,5.47,7.69,5.13,4.06,4.19,2.36,5.37,3.57,3.58,-2.94,6.38,5.92,4.72,2.71,5.96,3.86,14.86,2.6,6.86
WACC %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,7.42,7.64,5.78,5.95,6.46,6.49,6.17,4.93,6.34,6.32,5.35,4.76,4.16,3.71,4.84,5.39,5,4.49,4.1,2.88,2.47,2.65,3.73,3.81,3.84,4.51,3.45,3.29,3.47,3.35,4.13,3.6,3.3,3.38,3.33,4.06,4.04,4.56,4.83,4.66,4.17,4.79,4.37,3.35,3.17,3.33,3.41,3.59,3.75,3.32,3.35,3.5,3.44,3.3,3.02,2.92,4.59,4.47,4.1,4.88,4.92,4.93,5.06,5.31,4.85,4.68,4.46,4.28,4.3,4.33,3.51,3.34,3.13,3.01,3.48,3.95,3.97,3.75,3.86,4.14,3.86,0
Effective Interest Rate on Debt %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.57,0.41,0.33,0.31,0.11,0.4,0.21,0.21,0.2,0.22,0.25,0.26,0.25,0.28,0.3,0.31,0.25,0.26,0.23,0.21,0.27,0.21,0.32,0.31,0.29,0.21,0.28,0.25,0.26,0.29,0.2,0.21,0.15,0.22,0.17,0.19,0.18,0.22,0.17
Gross Margin %,0,0,0,0,0,0,0,26.16,0,26.82,42.87,26.23,28.32,26.3,44.82,27.1,28.1,26.81,45.96,27.38,0,25.81,41.46,26.25,0,28.57,39.67,26.48,27.65,0,0,0,29.52,29.65,42.96,30.19,32.32,30.7,39.88,30.99,33.61,32.9,43.28,31.54,31.22,31.11,41.94,30.01,32.01,29.62,29.06,30.69,32.06,32.88,32.4,31.9,32.39,30.88,33.28,30.86,30.77,31.06,32.33,30.45,31.01,30.49,28.98,29.74,29.65,29.96,27.89,28.4,28.37,29.72,29.61,27.95,29.7,29.7,27.91,28.46,27.19,27.6,17.26,22.39,24.32,28.14,25.68,28.68,26.83,28.09,25.56,24.78,25.46,25.54,26.08,26.47,25.03,25.77,25.3,25.04,25.58,26.88,17.4,21.99,22.08,23.26,22.54,22.11,21.89,22.88,22.68,22.87,22.68,21.83,22.18,22.58,20.85,22.6,21.48,21.41
Operating Margin %,100,100,-237.94,100,100,100,-236.83,4.09,100,2.71,2.3,4.38,4.71,2.1,2.69,3.69,2.38,2.36,1.99,2.42,100,1.96,2.11,2.65,100,3.18,2.17,2.77,2.57,100,-224.34,100,7.37,7.54,9.49,7.76,8.67,8.17,6.43,9,9.99,9.17,7.02,8.24,6.9,7.31,5.43,6.74,6.47,6.11,10.32,8.6,9.39,8.81,9.1,8.82,7.99,7.99,9.71,7.48,7.52,8.09,6.4,7.72,8.26,7.39,5.98,7.53,6.96,7.89,12.05,7.83,7.34,7.41,8.1,7.56,9.64,9.07,5.47,7.34,5.26,4.04,-15.26,1.26,3.19,7.9,4.22,9.93,7.26,5.95,2.09,1.32,2.78,2.28,4.66,7.23,4.44,5.44,4.95,6.53,5.93,7.57,6.35,6.41,5.4,6,2.47,6.46,4.55,4.51,-1.75,7.69,6.99,5.93,3.67,7.25,4.05,7.19,3.24,7.44
Net Margin %,0,0,0,0,0,0,0,2.1,0,1.65,1.24,1.86,2.02,1.03,0.99,1.49,0.95,0.79,0.42,0.66,0.34,0.71,0.73,2.38,1.46,1.43,0.98,1.26,1.22,1.8,2.22,3.71,3.94,4.64,4.35,4.39,4.67,4.19,4.18,4.9,5.2,5.06,4.41,4.8,4.19,4.37,3.82,4.12,3.87,3,3.44,5.08,4.83,4.68,5.07,5.55,4.55,5.79,5.49,5.07,6.81,7.58,3.46,5.51,6.07,7.07,4.02,4.88,5.72,5.39,7.76,5.52,4.86,5.23,5.71,5.67,7.02,6.57,0.73,6.05,4.36,0.8,-10.09,0.38,2.63,6.01,3.17,11.54,6.04,3.84,2.01,1.85,3.2,2.45,2.98,5.41,3.62,3.19,2.76,4.32,4.16,5.32,5.88,4.85,3.82,4.36,2.35,5.02,3.53,3.43,-2.55,5.03,5.43,4.82,2.55,5.58,4.61,14.41,2.75,6.07
FCF Margin %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,3.89,-5.62,4.72,2.34,4.47,-7.81,11.15,-6.58,13.38,-19.65,28.51,5.32,0.68,-9.98,-46.99,5.93,31.66,-10.74,3.46,12.06,11.64,0.69,-26.29,7.47,11.53,-29.68,-3.68,-7.39,-8.61,-4.38,-5.01,-6.28,-3.07,-7.12,0.1,-2.68,0.94,0.03,5.52,4.51,2.99,0.58,6.1,0.02,2.82,-3.82,7.67,0.43,4.4,0.23,5.71,0.79
Debt-to-Equity,-,-,0.73,-,-,-,0.853,0.757,-,0.819,0.941,0.918,0.955,1.025,1.056,1.049,1.052,1.03,1.098,1.121,-,1.119,1.159,1.04,-,0.988,1.04,1.123,1.027,-,1.063,-,0.91,0.88,0.887,0.897,0.894,0.897,0.876,0.93,0.899,0.901,0.881,0.84,0.748,0.736,0.743,0.731,0.764,0.739,0.707,0.753,0.758,0.786,0.81,0.751,0.784,0.849,0.893,0.91,0.908,0.87,0.92,0.861,0.913,0.884,0.879,0.879,0.86,0.846,0.791,0.833,0.859,0.869,0.888,0.908,0.895,0.938,0.976,1.025,1.047,1.073,1.16,1.138,1.039,1.018,0.953,0.946,0.884,0.929,0.921,0.917,0.88,0.909,0.936,0.903,0.919,0.974,0.885,0.98,0.985,1.036,0.923,0.977,0.996,1.02,0.951,0.946,0.953,0.946,0.965,0.944,0.924,0.948,0.933,0.917,0.908,0.875,0.857,0.866
Equity-to-Asset,0,0,0.395,0,0,0,0.381,0.404,0,0.401,0.368,0.378,0.369,0.363,0.349,0.358,0.354,0.366,0.344,0.348,0,0.347,0.331,0.356,0,0.36,0.338,0.334,0.344,0,0.326,0,0.338,0.347,0.331,0.342,0.342,0.346,0.334,0.34,0.347,0.358,0.35,0.367,0.375,0.387,0.394,0.4,0.397,0.405,0.394,0.394,0.391,0.397,0.371,0.382,0.372,0.368,0.342,0.346,0.343,0.354,0.345,0.36,0.351,0.361,0.353,0.36,0.367,0.373,0.388,0.392,0.389,0.391,0.372,0.376,0.382,0.381,0.36,0.36,0.356,0.354,0.339,0.345,0.358,0.365,0.372,0.384,0.407,0.39,0.385,0.394,0.394,0.39,0.373,0.386,0.384,0.375,0.391,0.375,0.377,0.372,0.395,0.386,0.383,0.381,0.386,0.389,0.39,0.389,0.371,0.38,0.386,0.387,0.385,0.392,0.394,0.412,0.41,0.412
Debt-to-Asset,0,0,0.288,0,0,0,0.325,0.306,0,0.328,0.347,0.347,0.352,0.372,0.369,0.375,0.372,0.377,0.378,0.39,0,0.389,0.384,0.371,0,0.356,0.351,0.376,0.353,0,0.346,0,0.308,0.305,0.294,0.307,0.306,0.311,0.292,0.316,0.312,0.323,0.309,0.308,0.281,0.284,0.293,0.292,0.303,0.3,0.278,0.297,0.296,0.312,0.301,0.287,0.292,0.313,0.306,0.315,0.312,0.308,0.318,0.31,0.321,0.319,0.31,0.316,0.316,0.315,0.307,0.326,0.334,0.34,0.331,0.341,0.342,0.357,0.351,0.369,0.373,0.379,0.393,0.393,0.372,0.371,0.355,0.363,0.36,0.362,0.354,0.361,0.346,0.355,0.349,0.349,0.353,0.366,0.346,0.367,0.372,0.385,0.364,0.377,0.382,0.388,0.367,0.368,0.371,0.368,0.358,0.359,0.357,0.367,0.359,0.36,0.358,0.361,0.351,0.357
Gross-Profit-to-Asset %,0,0,343.23,291.42,0,0,305.05,42.32,331.64,82.34,69.99,41.03,42.7,38.17,64.51,39.69,38.71,34.93,64.57,36.01,276.81,68.54,61.16,35.39,287.88,69.92,59.51,34.84,33.68,264.8,288.22,270.55,78.7,40.87,60.26,42.71,40.81,41.74,57.47,38,41.37,42.75,52.75,38.18,41.48,39.51,50.4,38.42,38.04,35.02,39.57,36.94,38.33,36.09,40.73,37.65,36.89,34.74,38.54,31.85,31.73,32.26,34.23,30.24,30.1,30.28,30.15,28.16,28.28,28.56,30.28,28,26.91,28.98,31.08,25.96,28.79,28.53,27.49,24.53,23.09,23.86,9.96,15.31,17.88,22.32,20.16,23.42,21.93,21.09,20.02,15.03,17.76,18.09,21.52,22.56,19.95,20.17,19.62,19.77,20.4,21.18,16.66,17.91,16.88,18.02,17.29,17.32,17.29,17.83,18.7,18.62,17.67,15.99,17.89,17.8,16.34,18.03,17.75,17.34
Asset Turnover,0,0,0.858,0.729,0,0,0.763,0.404,0.829,0.768,0.408,0.391,0.377,0.363,0.36,0.366,0.344,0.326,0.351,0.329,0.692,0.664,0.369,0.337,0.72,0.612,0.375,0.329,0.305,0.662,0.721,0.676,0.666,0.345,0.351,0.354,0.316,0.34,0.36,0.307,0.308,0.325,0.305,0.303,0.332,0.317,0.3,0.32,0.297,0.296,0.34,0.301,0.299,0.274,0.314,0.295,0.285,0.281,0.289,0.258,0.258,0.26,0.265,0.248,0.243,0.248,0.26,0.237,0.238,0.238,0.271,0.246,0.237,0.244,0.262,0.232,0.242,0.24,0.246,0.216,0.212,0.216,0.144,0.171,0.184,0.198,0.196,0.204,0.204,0.188,0.196,0.152,0.174,0.177,0.206,0.213,0.199,0.196,0.194,0.197,0.199,0.197,0.239,0.204,0.191,0.194,0.192,0.196,0.197,0.195,0.206,0.204,0.195,0.183,0.202,0.197,0.196,0.2,0.207,0.203
Dividend Payout Ratio,2.773,0,0.363,0,0.374,0,0.281,0,0.331,0,0.477,0,0.32,0,0.646,0,0.666,0,1.825,0,2.133,0,0.986,0,0.449,0,0.655,0,0.554,0,0.24,0,0.135,0,0.124,0,0.127,0,0.116,0,0.086,0,0.143,0,0.17,0,0.205,0,0.158,0,0.183,0,0.125,0,0.102,0,0.154,0,0.114,0,0.114,0,0.26,0,0.204,0,0.28,0,0.264,0,0.254,0,0.435,0.209,0.198,0.231,0.172,0.206,0.068,0.223,0.36,0.908,0,2.45,0.345,0.141,0.393,0.105,0.199,0.417,0.624,1.022,0.442,0.678,0.488,0.264,0.395,0.412,0.435,0.297,0.286,0.23,0.181,0.248,0.306,0.26,0.472,0.218,0.302,0.337,0,0.232,0.2,0.266,0,0.211,0.25,0.083,0.428,0
