Book Value per Share,-,0,0,0,14.932,0,0,0,16.384,0,0,0,19.424,0,0,0,20.001,0,0,0,23.739,0,0,0,25.282,0,0,0,0,0,27.033,0,0,0,24.349,0,0,0,26.65,0,0,0,29.279,0,33.268,0,33.573,0,34.546,0,32.177,0,32.446,0,30.293,0,33.537,34.146,34.121,36.013,36.629,49.367,44.644,45.79,44.965,51.09,52.615,51.577,48.219,52.907,55.548,56.332,57.832,59.636,63.131,62.636,67.352,69.893,74.814,72.866,73.039,75.4,65.575,66.449,69.687,71.844,72.831,71.539,77.291,0,77.613,81.216,83.191,82.181,77.757,80.527,83.591,81.889,78.294,81.146,82.527,84.252,86.76,88.506,88.444,84.824,86.528,86.336,88.972,90.339,93.865,99.172,104.647,97.486,101.923,105.937,109.851,112.094,116.964,116.53
Tangible Book per Share,-,0,0,0,14.932,0,0,0,16.384,0,0,0,19.424,0,0,0,20.001,0,0,0,23.739,0,0,0,25.282,0,0,0,0,0,27.033,0,0,0,24.349,0,0,0,26.65,0,0,0,29.279,0,33.111,0,33.573,0,34.546,0,32.177,0,32.446,0,30.293,0,33.537,34.123,34.121,36.013,36.629,49.367,44.644,45.79,44.965,51.09,52.615,51.577,48.219,52.907,55.548,56.332,57.832,59.636,63.131,62.636,67.352,69.893,74.814,72.866,73.039,75.4,65.575,66.449,69.687,71.844,72.831,71.539,77.291,0,77.613,81.216,83.191,82.181,77.757,80.527,83.591,81.889,78.294,81.146,82.527,84.252,86.76,88.506,88.444,84.824,86.528,86.336,88.972,90.339,93.865,99.172,104.647,97.486,101.923,105.937,109.851,112.094,116.964,116.53
Total Debt per Share,-,0,0,0,8.693,0,0,0,9.774,0,0,0,9.058,0,0,0,11.069,0,0,0,12.805,0,0,0,14.408,0,0,0,0,0,16.614,0,0,0,15.367,0,0,0,17.95,0,0,0,21.028,0,22.877,0,24.7,0,25.762,0,23.946,0,27.641,0,27.969,0,31.2,32.445,34.769,37.378,35.038,48.89,41.276,43.2,43.433,48.543,49.723,51.634,47.563,53.296,54.69,57.802,59.508,62.842,64.693,66.679,70.808,76.235,76.96,79.981,78.374,82.795,82.243,83.757,83.692,89.19,87.972,86.573,91.32,0,96.875,95.722,94.611,95.903,91.943,93.374,94.773,97.206,94.157,95.514,96.704,99.866,100.665,101.926,103.535,102.574,100.184,101.022,104.262,104.742,105.022,108.023,110.314,112.199,114.058,118.668,122.398,122.732,123.397,127.15
Month End Stock Price,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,50.125,51.25,57.5,50.5,59.25,61,57.38,52.75,51.88,44.88,53.19,57.25,64,62.38,97.38,104,93.19,78.5,62.95,70.75,70.45,51.85,50.96,58.15,53,51.1,53,44.95,51.8,59.55,68.75,74.5,81.62,76.38,81.87,74.38,71.49,92.37,104.62,108.9,104.59,108.9,134.31,128.16,125.88,116.86,106.17,100.89,94,85.8,65.44,63.3,75.53,78.57,84.16,80.42,68.57,71.58,78.63,80.25,82.42,68.26,66.13,86.82,80.48,78.51,93.25,102.64,120.66,128.03,121.92,112.9,119.66,117.53,125.48,139.89,133.75,117.28,123.04,106.32,99.99,116.06,117.2,108.62,105.02,119.6,127.17,130.37,128.81
ROE %,-,0,0,0,0,0,0,0,0,0,0,0,22.64,11.4,0,0,8.38,8.67,0,0,5.69,5.81,0,0,4.55,8.83,0,0,0,0,10.73,12.37,0,0,16.15,17.23,0,0,11.62,11.01,0,0,22.31,12.16,12.07,23.84,9.71,17.43,17.17,17.1,24.18,13.16,12.94,24.47,7.79,24.35,23.07,11.61,6.06,12.42,14.28,15.52,18.01,13.91,13.71,14.19,14.95,11.53,12.73,15.52,15.69,14.32,14.95,15.33,15.13,15.94,15.09,14.93,10.81,11.38,4.58,-6.2,-28.32,-3.11,0.9,6.14,4.36,7.41,4.01,7.42,1.97,0.05,3.25,3.21,4.57,11.24,9.78,3.51,10.09,17.73,13.22,14.93,8.33,16.13,13.93,14.33,10.74,15.01,14.44,14.5,10.36,13.92,9.85,10.82,9.05,13.98,10.15,20.04,10.25,13.7
ROE % Adjusted to Book Value,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,7.8,0,0,0,5.87,0,0,0,11.38,0,6.42,0,3.13,0,7.56,0,10.99,0,8.09,0,4.06,0,15.18,7.49,4.59,8.63,8.76,11.17,10.78,7.81,8.06,8.87,10.6,8.29,6.63,7.84,8.01,7.7,7.95,6.81,7.45,7.93,8.67,9.82,8.01,8.82,3.91,-7.13,-29.2,-2.73,0.8,5.25,3.96,7.72,4.31,0,1.91,0.05,3.96,4.01,4.08,11.24,10.4,3.08,7.7,11.9,8.53,10.3,6.41,11.95,10.47,9.68,6.63,9.68,10.94,10.66,9.17,13.78,8.87,9.02,8.46,14.12,9.31,17.73,9.23,12.34
ROA %,-,0,0,0,0,0,0,0,0,0,0,0,11.53,5.8,0,0,4.13,4.27,0,0,2.88,2.94,0,0,2.28,4.42,0,0,0,0,5.03,5.8,0,0,7.21,7.7,0,0,5.13,4.86,0,0,9.37,5.11,5.02,9.91,4.08,7.33,7.3,7.27,10.05,5.47,5.13,9.71,2.93,9.16,8.73,4.37,2.2,4.38,5.12,5.64,6.6,5.15,5.04,5.28,5.6,4.25,4.68,5.74,5.79,5.23,5.46,5.59,5.5,5.76,5.47,5.43,3.93,4.12,1.65,-2.26,-10.08,-1.07,0.31,2.13,1.49,2.53,1.38,2.58,0.68,0.02,1.14,1.13,1.58,3.9,3.46,1.24,3.5,6.11,4.6,5.23,2.92,5.68,4.93,5.03,3.76,5.28,5.1,5.12,3.68,4.98,3.63,3.97,3.33,5.04,3.68,7.35,3.91,5.09
ROC (Joel Greenblatt) %,-,0,0,0,"-2,253.41",928.58,0,0,"-1,800.85",684.62,0,0,"-2,089.01",854.97,0,0,"-2,007.19",758.2,0,0,"-2,000.35",637.87,0,0,"-1,577.93",720.84,0,0,0,0,"-1,527.28",538.68,0,0,"-1,552.26",614.25,0,0,"-1,359.90",494.41,0,0,"-1,358.81",503.8,26.87,499.94,"-1,516.40",551.51,28.36,448.84,"-1,520.64",612.53,42.66,512.68,"-1,504.64",609.57,53.68,26.14,14.31,25.7,28.63,30.93,37.9,33.31,29.39,31.5,31.48,26.97,25.67,28.41,34.23,28.94,30.84,29.61,28.39,32.08,29.64,29.33,31.44,22.9,9.72,-15.04,-47.24,-7.14,5.02,13.72,8.07,16.42,8.97,17.39,4.05,-3.88,5.8,13.61,12.49,18.45,16.87,5.49,17.3,26.12,22.04,23.02,14.21,25.93,23.12,23.84,15.23,22.84,22.49,20.46,14.98,21.32,16.76,16.83,12.81,19.99,16.5,20.67,18.09,22.7
ROIC %,-,0,0,0,"-1,031.21",424.94,0,0,-956.91,363.79,0,0,-989.77,405.08,0,0,"-1,068.98",403.8,0,0,"-1,024.00",326.53,0,0,-862.09,393.83,0,0,0,0,-774.99,273.35,0,0,-836.83,331.14,0,0,-648.35,235.72,0,0,-670.36,248.55,9.1,288.67,-708.57,257.7,6.95,202.07,-643.73,259.3,9.89,222.16,-641.16,259.75,13.31,7.14,4.22,6.18,7.41,16.99,13.15,7.26,7.12,7.02,7.61,5.71,6.12,6.12,10.46,6.22,7.2,6.62,6.83,6.81,6.82,6.3,4.78,4.26,1.56,-4.54,-11.36,-2.55,1.32,1.93,1.5,2.36,3.9,2.09,-0.26,-1.02,1.3,0.72,1.93,4.36,4.26,1.12,5.28,7.71,5.94,6.16,4.51,6.71,6.18,6.16,6.46,6.34,7.28,6.4,5.31,6.57,4.54,3.85,4.25,5.3,4.3,8.96,4.89,5.55
WACC %,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,0,0,0,8,0,7.9,0,11.7,0,11.17,0,9.76,0,9.37,0,10.07,0,3.33,2.65,2.18,2.51,3.18,2.89,3.31,4.04,3,3.19,3.28,3.32,4.43,4.64,4.26,4.54,4.7,5.51,5.5,5.72,5.69,5.16,4.25,4.28,3.5,2.45,2.34,2.64,2.63,2.71,2.84,2.48,2.38,3.21,3.06,2.97,2.75,2.95,4.47,4.06,3.88,4.45,4.46,5.09,5.03,4.56,4.11,4.17,4.07,4.25,4.08,4.1,3.61,3.27,2.98,2.59,3.12,3.82,3.71,3.61,3.75,3.58,3.46,0
Effective Interest Rate on Debt %,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.38,0.42,0.25,0.28,0.35,0.24,0.22,0.23,0.31,0.44,0.42,0.18,0.22,0.1,0.27,0.21,0.23,0.19,0.11,0.13,0.14,0.14,0.11,0.1,0.13,0.15,0.13,0.09,0.32,0.2,0.13,0.12,0.15,0.18,0.21,0.09,0.19,0.13,0.16,0.07
Gross Margin %,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21,0,0,0,26.83,0,0,0,20.58,0,0,0,20.93,24.27,14.93,20.62,21.38,21.06,15.99,21.34,20.45,18.72,19.2,19.59,20.04,19.52,18.76,19.52,19.73,19.59,19.97,19.52,18.14,18.7,16.17,16.75,13.63,6.15,-2.17,7.38,11.39,13.83,13.91,14.98,11.76,12.37,11.96,8.84,11.43,12.55,13.29,15.06,15.34,13.55,17.89,19.71,18.81,18.8,18.85,20.27,19.87,20.25,18.86,20.47,21.87,19.8,19.52,19.88,18.05,15.76,17.02,18.37,17.93,18.51,19.88,18.67
Operating Margin %,-,100,100,100,-204.19,100,100,100,-313.14,100,100,100,-267.34,100,100,100,-370.78,100,100,100,-411.69,100,100,100,-351.41,100,100,100,100,100,-248.5,100,100,100,-218.52,100,100,100,-274.66,100,100,100,-235.48,100,5.82,100,-278.84,100,5.18,100,-218.8,100,7.59,100,-265.5,100,9,9.06,5.61,8.33,9.34,9.16,10.59,9.95,9.24,9.11,8.06,8.13,8.13,9.04,10.2,9.09,9.96,9.35,9.01,10.35,9.2,8.96,6.01,6.64,2.84,-7.51,-19.3,-5.08,1.28,3.57,1.8,4.34,2.32,2.12,0.99,-3.14,1.65,3.08,4.18,6.42,6.3,2.35,8.61,10.61,9.42,9.12,6.64,10.84,10.06,10.64,8.93,10.82,11.65,9.84,7.86,9.75,7.32,6.19,5.9,8.15,7.31,8.86,8.3,9.27
Net Margin %,-,0,0,0,0,0,0,0,0,0,0,5.03,5.09,2.34,2.34,2.34,2.34,1.73,1.73,1.73,1.73,1.34,1.34,1.34,1.34,1.62,1.62,2.4,2.4,2.4,2.4,3.15,3.15,3.15,3.15,3.89,3.89,3.89,3.28,3.11,3.11,2.49,5.19,3.24,3.24,5.91,2.65,4.69,4.69,5.7,5.52,3.41,3.41,7.08,1.96,5.68,5.59,5.16,2.97,5.44,6.38,6.53,7.46,6.36,6.59,6.39,6.02,5.36,6.11,7.45,7.03,6.59,6.95,6.94,6.95,7.54,6.95,6.83,4.8,5.69,2.34,-3.43,-21.65,-2.03,0.48,2.89,2.13,3.91,2.05,2,0.55,0.03,1.76,1.66,2.12,5.28,4.77,1.88,5.38,8.99,6.98,7.98,4.52,9.2,8.22,8.37,6.27,9.25,8.61,8.56,6.12,8.38,6.07,6.87,5.35,8.7,6.42,12.38,6.34,8.93
FCF Margin %,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,-1.39,-18.31,-4.06,4.44,15.52,2.65,2,6.45,0.37,-3.3,3.33,-1.56,-3.25,-0.93,2.95,4.79,2.47,0.12,1.26,6.17,4.36,1.92,2.75,1.24,0.22,-1.81,5.11,0.94,-2.29,1.55,5.51,3.31,-6.71,-3.28,4.32,2.72,1.05,-0.57,5.13,-2.77
Debt-to-Equity,-,-,-,-,0.582,-,-,-,0.597,-,-,-,0.466,-,-,-,0.553,-,-,-,0.539,-,-,-,0.57,-,-,-,-,-,0.615,-,-,-,0.631,-,-,-,0.674,-,-,-,0.718,-,0.688,-,0.736,-,0.746,-,0.744,-,0.852,-,0.923,-,0.93,0.95,1.019,1.038,0.957,0.99,0.925,0.943,0.966,0.95,0.945,1.001,0.986,1.007,0.985,1.026,1.029,1.054,1.025,1.065,1.051,1.091,1.029,1.098,1.073,1.098,1.254,1.26,1.201,1.241,1.208,1.21,1.181,-,1.2,1.179,1.137,1.167,1.138,1.116,1.092,1.145,1.163,1.141,1.137,1.152,1.128,1.121,1.141,1.18,1.13,1.143,1.145,1.133,1.092,1.062,1.029,1.124,1.094,1.095,1.09,1.072,1.033,1.068
Equity-to-Asset,-,0,0,0,0.519,0,0,0,0.502,0,0,0,0.509,0,0,0,0.492,0,0,0,0.506,0,0,0,0.5,0,0,0,0,0,0.469,0,0,0,0.447,0,0,0,0.442,0,0,0,0.42,0,0.416,0,0.42,0,0.425,0,0.416,0,0.397,0,0.376,0,0.378,0.374,0.353,0.352,0.364,0.362,0.371,0.369,0.366,0.377,0.372,0.365,0.369,0.37,0.368,0.364,0.366,0.363,0.363,0.359,0.365,0.362,0.366,0.358,0.363,0.365,0.346,0.342,0.349,0.343,0.341,0.342,0.347,0,0.347,0.35,0.353,0.349,0.344,0.35,0.357,0.35,0.342,0.347,0.35,0.351,0.349,0.355,0.353,0.349,0.352,0.352,0.351,0.353,0.353,0.362,0.374,0.359,0.359,0.361,0.363,0.371,0.372,0.371
Debt-to-Asset,-,0,0,0,0.302,0,0,0,0.3,0,0,0,0.238,0,0,0,0.273,0,0,0,0.273,0,0,0,0.285,0,0,0,0,0,0.288,0,0,0,0.282,0,0,0,0.297,0,0,0,0.302,0,0.286,0,0.309,0,0.317,0,0.309,0,0.338,0,0.347,0,0.352,0.356,0.36,0.366,0.349,0.359,0.343,0.348,0.354,0.358,0.351,0.366,0.364,0.373,0.362,0.373,0.377,0.383,0.372,0.383,0.384,0.395,0.376,0.393,0.389,0.401,0.434,0.432,0.42,0.426,0.412,0.414,0.41,0,0.416,0.412,0.401,0.407,0.392,0.39,0.39,0.401,0.398,0.396,0.397,0.404,0.394,0.398,0.403,0.412,0.398,0.403,0.402,0.4,0.386,0.385,0.385,0.404,0.393,0.396,0.396,0.398,0.385,0.396
Gross-Profit-to-Asset %,-,0,0,0,277.71,233.67,0,0,196.36,233.77,0,0,226.68,248.02,0,0,176.35,247,0,0,166.55,218.64,0,0,169.31,271.8,0,0,0,0,209.89,183.96,0,0,228.9,197.94,0,0,156.41,156.18,0,0,180.69,157.75,35.94,167.81,154.17,156.35,41.81,127.69,182.04,160.44,30.96,137.15,149.92,161.25,32.64,20.55,11.08,16.61,17.16,18.18,14.15,17.29,15.65,15.47,17.85,15.53,15.34,15.03,15.45,15.5,15.48,15.77,15.79,14.92,14.28,14.86,13.25,12.13,9.61,4.05,-1.01,3.9,7.35,10.15,9.77,9.7,7.92,15.9,14.9,4.15,7.42,8.49,9.91,11.14,11.12,8.95,11.63,13.41,12.41,12.32,12.15,12.52,11.92,12.18,11.32,11.69,12.95,11.85,11.72,11.81,10.78,9.11,10.6,10.64,10.28,10.99,12.26,10.65
Asset Turnover,-,0,0,0,0.694,0.584,0,0,0.491,0.584,0,0,0.567,0.62,0,0,0.441,0.617,0,0,0.416,0.547,0,0,0.423,0.68,0,0,0,0,0.525,0.46,0,0,0.572,0.495,0,0,0.391,0.39,0,0,0.452,0.394,0.387,0.42,0.385,0.391,0.39,0.319,0.455,0.401,0.376,0.343,0.375,0.403,0.39,0.212,0.186,0.201,0.201,0.216,0.221,0.203,0.191,0.207,0.232,0.198,0.191,0.192,0.206,0.199,0.196,0.201,0.198,0.191,0.197,0.199,0.205,0.181,0.176,0.165,0.116,0.132,0.161,0.184,0.176,0.162,0.168,0.321,0.311,0.117,0.162,0.169,0.187,0.185,0.181,0.165,0.162,0.17,0.165,0.164,0.161,0.154,0.15,0.15,0.15,0.143,0.148,0.15,0.15,0.148,0.149,0.145,0.156,0.145,0.143,0.148,0.154,0.143
Dividend Payout Ratio,-,0,0,0.186,0.202,0,0.153,0,0.222,0,0.277,0,0.204,0,0.432,0,0.66,0,1.082,0,0.295,0,0.8,0,0.923,0,0.667,0,1.813,0,0.241,0,0.45,0,0.338,0,0.294,0,0.452,0,0.346,0,0.21,0,0.36,0,0.289,0,0.23,0,0.213,0,0.342,0,0.631,0,0.222,0,0.426,0,0.238,0,0.233,0,0.282,0,0.25,0,0.441,0,0.452,0,0.403,0,0.455,0,0.486,0,0.723,0,1.496,0,0,0,3.708,0,0.909,0,0.793,0,3.836,0,0.707,0,0.756,0,0.325,0,0.601,0,0.417,0,1.075,0,0.405,0,0.85,0,0.507,0,0.82,0,0.698,0,0.834,0,0.664,0,0.716,0
Days Sales Outstanding,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,29.97,0,35.64,0,36.75,0,29.28,29.19,36.21,29.78,28.64,27.32,29.02,27.99,28.92,27.14,26.59,26.14,25.97,25.72,31.33,27.5,27.42,26.85,29.39,26.58,26.58,25.15,28.64,27.53,26.82,28.3,35.94,33.44,37.32,34.29,32.6,34.74,36.1,0,109.8,44.87,37.71,35.47,97.85,97.77,99.21,107.97,110.83,104.66,102.98,105.73,106.47,105.79,107.97,107.3,107.4,109.74,102.49,100.33,103.57,99.76,100.75,104.92,101.92,108.05,107.62,104.08,103.11,106.49
Days Payable,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.04,0,0,0,46.92,0,0,0,44.78,0,0,0,41.77,39.23,44.17,41.24,44.14,38.61,38.55,41.62,42.76,35.92,37.81,40.35,41.86,37.57,40.63,38.69,39.29,35.57,40.13,37.73,36.19,33.8,37.05,37.28,36.53,32.59,32.82,38.15,38.05,34.05,39.27,38.86,38.23,0,33.56,42.62,50.63,38.29,41.38,39.76,37.68,33.97,40.25,36.94,37.07,31.82,37.88,37.64,38.8,34.45,38.08,37.12,38.15,33.39,38.86,37.13,38.24,32.66,37.92,36.95,37.41,33.98,38.85,36.43
